trials,seed,optical_depth,analytic_transmission,estimate,standard_error,absolute_error
100.0,47409.0,2.0,0.1353352832366127,0.12,0.03249615361854384,0.015335283236612707
500.0,47409.0,2.0,0.1353352832366127,0.13,0.015039946808416579,0.005335283236612698
2000.0,47409.0,2.0,0.1353352832366127,0.1355,0.007653095778833557,0.000164716763387307
20000.0,47409.0,2.0,0.1353352832366127,0.1378,0.002437325993789095,0.0024647167633873035
