epoch_jd_tdb,x_au,y_au,z_au,vx_au_day,vy_au_day,vz_au_day
2460676.5,-0.1786834409731047,0.9669827953774551,-5.109423915082682e-05,-0.01720473858166942,-0.003193533189307208,5.457174067040888e-09
2460677.5,-0.1958590878880783,0.9636382284641026,-5.114611656384336e-05,-0.01714560420414992,-0.003495399751114181,-1.066814793631727e-07
